ApplStandard,Brand,Cap,CEC Cold,CEC_,Cold Prog,Cold Wat Cons,Combination,Conn_Mode,Country,delayStartMode,Depth,DetergentType,Height,Hot Wat Cons,internal_heater,Loading,MachineAction,Model No,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Test Prog Time,Tot Wat Cons,Type,WEI,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Star Image Large,Star Image Small
AS/NZS 2040.2:2005,STIRLING,6,,490,,73.8,False,Dual,China,True,,Drum,,25.4,No,Top,Impeller,XQB60-803CLPS,AS/NZS 2040.1:2005/Amdt 3:2010,2.0077,2.0,0.0,0.0,"Soak, 12 minutes Wash, 1 Rinse, 7 minutes Spin and 53 L Water Level","Australia,New Zealand",0.0,51075,Superseded,63.689,99.2,Non-Drum,0.81163,,2015-07-19,2013-10-23,,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2040.2:2005,ZEROWATT,8,,465,,96.7,False,Cold,China,True,,Drum,,0.4,Yes on the warm wash program only,Front,Drum,EWZ 128DF-AUS,AS/NZS 2040.1:2005/Amdt 3:2010,3.0,3.0,0.0,0.69,Cotton 40°C; 1200 RPM,"Australia,New Zealand",0.19,55125,Superseded,210.44,97.1,Drum,0.64136,,2015-12-22,2013-10-23,,Unavailable,,http://www.jinlinge.en.china.cn,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
AS/NZS 2040.2:2005,ELBA,5.5,67,549,"Normal, Soak, High, Cold",119.34,False,Dual,China,True,,Non Drum,,27.46,No,Top,Agitator,WA55T57W1,AS/NZS 2040.1:2005/Amdt 3:2010,1.56132,1.5,0.0,0.0,"Normal, High, Warm","Australia,New Zealand",0.0,39325,Approved,56.0,146.81,Non-Drum,0.83,,,,,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
AS/NZS 2040.2:2005,FISHER & PAYKEL,6.5,66,562,,62.0,False,Dual,New Zealand,True,,Non Drum,,29.0,No,Top,Agitator,MW612,AS/NZS 2040.1:2005/Amdt 3:2010,2.02591,2.0,0.001,1.2,"Regular, High, Warm, Eco","Australia,New Zealand",0.0,36431,Approved,44.0,92.0,Non-Drum,0.65,,,,,Unavailable,http://www.fisherpaykel.co.nz/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2040.2:2005,FISHER & PAYKEL,6.5,66,562,,62.0,False,Dual,New Zealand,True,,Non Drum,,29.0,No,Top,Agitator,WA65T60M*,AS/NZS 2040.1:2005/Amdt 3:2010,2.02591,2.0,0.001,1.2,"Regular, High, Warm, Eco","Australia,New Zealand",0.0,36431,Approved,44.0,92.0,Non-Drum,0.65,,,,,Unavailable,http://www.fisherpaykel.co.nz/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2040.2:2005,FISHER & PAYKEL,5.5,55,464,,49.0,False,Dual,New Zealand,True,,Non Drum,,24.0,No,Top,Agitator,MW512,AS/NZS 2040.1:2005/Amdt 3:2010,2.07383,2.0,0.001,1.2,"Regular, High, Warm, Eco","Australia,New Zealand",0.0,36433,Approved,45.0,73.0,Non-Drum,0.67,,,,,Unavailable,http://www.fisherpaykel.co.nz/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2040.2:2005,FISHER & PAYKEL,5.5,55,464,,49.0,False,Dual,New Zealand,True,,Non Drum,,24.0,No,Top,Agitator,WA55T56M*,AS/NZS 2040.1:2005/Amdt 3:2010,2.07383,2.0,0.001,1.2,"Regular, High, Warm, Eco","Australia,New Zealand",0.0,36433,Approved,45.0,73.0,Non-Drum,0.67,,,,,Unavailable,http://www.fisherpaykel.co.nz/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2040.2:2005,ONIX,6,,490,,73.8,False,Dual,China,True,,Drum,,25.4,No,Top,Impeller,XQB60-803CLPS,AS/NZS 2040.1:2005/Amdt 3:2010,2.0077,2.0,0.0,0.0,"Soak, 12 minutes Wash, 1 Rinse, 7 minutes Spin and 53 L Water Level","Australia,New Zealand",0.0,51077,Superseded,63.689,99.2,Non-Drum,0.81163,,2015-07-19,2013-10-23,,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2040.2:2005,CLASSIQUE,5,,486,,,False,Dual,China,True,565.0,Drum,920.0,,No,Top,,CL5EL,AS/NZS 2040.1:2005/Amdt 3:2010,1.4934499895,1.0,0.0,0.73,"Normal, Warm Wash and Water Level 10",New Zealand,0.73,66366,Approved,65.0,0.0,Drum,0.91907,560.0,,,,Unavailable,http://www.applico.co.nz/,http://www.applico.co.nz/,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png
AS/NZS 2040.2:2005,FISHER & PAYKEL,7,67,311,,57.71,False,Dual,New Zealand,True,,Drum,,14.09,No,Top,Agitator,WL70T60CW1,AS/NZS 2040.1:2005/Amdt 3:2010,3.52851,3.5,0.0007,1.27,"Regular, High efficiency, Warm/Cold","Australia,New Zealand",0.0,34927,Approved,54.0,71.8,Non-Drum,0.69,,,,,Unavailable,http://www.fisherpaykel.co.nz/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
AS/NZS 2040.2:2005,FISHER & PAYKEL,7,67,311,,57.71,False,Dual,New Zealand,True,,Drum,,14.09,No,Top,Agitator,WL70T60DW1,AS/NZS 2040.1:2005/Amdt 3:2010,3.52851,3.5,0.0007,1.27,"Regular, High efficiency, Warm/Cold","Australia,New Zealand",0.0,34927,Approved,54.0,71.8,Non-Drum,0.69,,,,,Unavailable,http://www.fisherpaykel.co.nz/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
AS/NZS 2040.2:2005,FISHER & PAYKEL,8,65,321,,67.02,False,Dual,New Zealand,True,,Drum,,14.66,No,Top,Agitator,WL80T65CW1,AS/NZS 2040.1:2005/Amdt 3:2010,3.83,3.5,0.001,1.4,"Regular, High efficiency, Warm/Cold.","Australia,New Zealand",0.0,34466,Approved,55.0,81.69,Non-Drum,0.63,,,,,Unavailable,http://www.fisherpaykel.co.nz/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
AS/NZS 2040.2:2005,FISHER & PAYKEL,8,65,321,,67.02,False,Dual,New Zealand,True,,Drum,,14.66,No,Top,Agitator,WL80T65DW1,AS/NZS 2040.1:2005/Amdt 3:2010,3.83,3.5,0.001,1.4,"Regular, High efficiency, Warm/Cold.","Australia,New Zealand",0.0,34466,Approved,55.0,81.69,Non-Drum,0.63,,,,,Unavailable,http://www.fisherpaykel.co.nz/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
AS/NZS 2040.2:2005,TRIESTE,6,,443,,124.0,False,Dual,China,False,,Non Drum,,22.0,No,Top,Agitator,TR-XQB60-560,AS/NZS 2040.1:2005/Amdt 3:2010,2.17277,2.0,0.0,0.0,Normal High Water Level,New Zealand,0.0,44894,Approved,60.0,146.0,Non-Drum,0.88,,,,,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2040.2:2005,CLASSIQUE,8,54,586,,,False,Dual,China,True,,Non Drum,,,No,Top,Impeller,CL8TLW,AS/NZS 2040.1:2005/Amdt 3:2010,2.35101820651,2.0,0.0,0.01,"Normal, Water Level 5, Water Temperature Warm",New Zealand,0.01,89559,Approved,65.0,0.0,Non-Drum,0.73008,,2115-07-02,,Single product class,Available,http://www.applico.co.nz/,http://www.applico.co.nz/,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2040.2:2005,Speed Queen,6.5,,1409,,96.5,False,Dual,United States,False,,Non Drum,,76.5,No,Top,Agitator,AWN552SN301AW01,AS/NZS 2040.1:2005/Amdt 3:2010,0.51947,1.0,8e-05,0.0,Regular;  Normal;  Hot/ Cold;  Load Size Extra Large;  Option off,"Australia,New Zealand",0.0,58336,Superseded,39.0,173.0,Non-Drum,0.7404,,2016-06-26,2013-10-23,,Unavailable,,http://www.speedquen.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png
AS/NZS 2040.2:2005,Speed Queen,6.5,,1409,,96.5,False,Dual,United States,False,,Non Drum,,76.5,No,Top,Agitator,LWN312SP301AW01,AS/NZS 2040.1:2005/Amdt 3:2010,0.51947,1.0,8e-05,0.0,Regular;  Normal;  Hot/ Cold;  Load Size Extra Large;  Option off,"Australia,New Zealand",0.0,58336,Superseded,39.0,173.0,Non-Drum,0.7404,,2016-06-26,2013-10-23,,Unavailable,,http://www.speedquen.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png
AS/NZS 2040.2:2005,SMEG,6.5,,1066,,94.0,False,Dual,Chile,True,,Drum,,58.0,No,Top,Agitator,SM650FZ,AS/NZS 2040.1:2005/Amdt 3:2010,0.22,1.0,0.0,3.33,NORMAL,New Zealand,3.33,37569,Approved,62.0,153.0,Non-Drum,0.81,,,,,Unavailable,http://www.applico.co.nz/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png
AS/NZS 2040.2:2005,DAEWOO,6.5,72,593,"Warm Wash, Water Level High, Fuzzy",101.64,False,Dual,"""Korea, Republic of""",True,643.0,Non Drum,956.0,29.5,No,Top,Impeller,DWF-901,AS/NZS 2040.1:2005/Amdt 3:2010,1.685,1.5,0.0,1.2,"Warm Wash, Water Level High, Fuzzy",New Zealand,0.44,36495,Approved,62.18,131.13,Non-Drum,0.869,598.0,,,,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
AS/NZS 2040.2:2005,FISHER & PAYKEL,5.5,58,472,,50.62,False,Dual,New Zealand,True,,Non Drum,,24.54,No,Top,Agitator,GW512,AS/NZS 2040.1:2005/Amdt 3:2010,2.0495,2.0,0.001,1.2,"Regular, High, Warm/Cold, Eco","Australia,New Zealand",0.0,32143,Approved,38.0,75.17,Non-Drum,0.65,,,,,Unavailable,http://www.fisherpaykel.co.nz/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2040.2:2005,AWARD,8,,302,,63.8,False,Cold,Turkey,True,600.0,Drum,850.0,0.0,Yes on the warm wash program only,Front,Drum,CW814,AS/NZS 2040.1:2005/Amdt 3:2010,4.0908,4.0,0.798,1.32,ECONOMY 40 DEGREES,New Zealand,0.66,49876,Approved,210.0,63.8,Drum,0.55882,600.0,,,,Unavailable,,http://www.awardappliances.co.nz,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
AS/NZS 2040.2:2005,TUSCANY,6,89,551,"Normal, water level 8,",109.74,False,Dual,China,True,575.0,Non Drum,895.0,26.47,No,Top,Impeller,TWMTL6,AS/NZS 2040.1:2005/Amdt 3:2010,1.733267,1.5,0.5,1.06,"Normal, water level 8, warm temperature",New Zealand,0.0,42805,Approved,80.0,136.21,Non-Drum,0.802,560.0,,,,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
AS/NZS 2040.2:2005,TRIESTE,8.5,,675,N.A.,150.39,False,Dual,China,True,,Non Drum,,35.06,No,Top,Agitator,TRXQB 90-8805,AS/NZS 2040.1:2005/Amdt 3:2010,2.051,2.0,0.0,1.249,Water temp: Hot & cold; remaining default settings (Program: Fuzzy;   Water level: 16;    Rinse: 2;  Time: 84 minits;  Function: Wash; rinse; spin),New Zealand,1.251,56346,Approved,92.0,185.45,Non-Drum,0.83,,,,,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2040.2:2005,ASKO,7,,180,,59.3,False,Cold,Sweden,True,595.0,Drum,850.0,0.0,Yes on the warm wash program only,Front,Drum,W6444,AS/NZS 2040.1:2005/Amdt 3:2010,5.03,5.0,0.21,0.28,NORMAL 40 degree,New Zealand,0.28,56327,Approved,186.0,59.3,Drum,0.49,595.0,,,,Unavailable,,http://www.asko.org.nz,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png
AS/NZS 2040.2:2005,ASKO,7,,180,,59.3,False,Cold,Sweden,True,595.0,Drum,850.0,0.0,Yes on the warm wash program only,Front,Drum,W6564,AS/NZS 2040.1:2005/Amdt 3:2010,5.03,5.0,0.21,0.28,NORMAL 40 degree,New Zealand,0.28,56327,Approved,186.0,59.3,Drum,0.49,595.0,,,,Unavailable,,http://www.asko.org.nz,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png
AS/NZS 2040.2:2005,ASKO,7,,180,,59.3,False,Cold,Sweden,True,595.0,Drum,850.0,0.0,Yes on the warm wash program only,Front,Drum,W6984,AS/NZS 2040.1:2005/Amdt 3:2010,5.03,5.0,0.21,0.28,NORMAL 40 degree,New Zealand,0.28,56327,Approved,186.0,59.3,Drum,0.49,595.0,,,,Unavailable,,http://www.asko.org.nz,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png
AS/NZS 2040.2:2005,FISHER & PAYKEL,5.5,53,440,,51.0,False,Dual,New Zealand,True,,Non Drum,,22.0,No,Top,Agitator,GW512,AS/NZS 2040.1:2005/Amdt 3:2010,2.20884,2.0,0.001,1.2,"Regular, Auto, Warm/Cold, Eco","Australia,New Zealand",0.0,26315,Approved,45.0,73.0,Non-Drum,0.66,,,,,Unavailable,http://www.fisherpaykel.co.nz/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2040.2:2005,FISHER & PAYKEL,7.5,61,581,,71.0,False,Dual,New Zealand,True,,Non Drum,,30.0,No,Top,Agitator,GW712,AS/NZS 2040.1:2005/Amdt 3:2010,2.36263,2.0,0.001,1.2,"Regular, Auto, Warm/Cold, Eco","Australia,New Zealand",0.0,26551,Approved,45.0,100.0,Non-Drum,0.6,,,,,Unavailable,http://www.fisherpaykel.co.nz/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2040.2:2005,FISHER & PAYKEL,6.5,66,562,,62.0,False,Dual,New Zealand,True,,Non Drum,,29.0,No,Top,Agitator,MW612,AS/NZS 2040.1:2005/Amdt 3:2010,2.02591,2.0,0.001,1.2,"Regular, High, Warm, Eco","Australia,New Zealand",0.0,26391,Approved,44.0,92.0,Non-Drum,0.65,,,,,Unavailable,http://www.fisherpaykel.co.nz/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2040.2:2005,TRIESTE,8,54,586,Normal,,False,Dual,"China,China",True,590.0,Non Drum,950.0,,No,Top,Impeller,TRWTL-80,AS/NZS 2040.1:2005/Amdt 3:2010,2.35101820651,2.0,0.0,0.01,"Water Level 5, Temperature Warm","Fiji,New Zealand",0.01,88817,Approved,65.46,0.0,Non-Drum,0.73008,575.0,2115-04-28,,Single product class,Available,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
AS/NZS 2040.2:2005,Daewoo,7,104,251,"Cotton Cold, 1200rpm",67.09,False,Cold,"""Korea, Republic of""",True,540.0,Drum,840.0,0.0,Yes on the warm wash program only,Front,,DWD-F1211,AS/NZS 2040.1:2005/Amdt 3:2010,3.76294986026,3.5,0.0001,0.42,"Cotton 40oC, 1200rpm","Fiji,New Zealand",0.41,72803,Approved,160.46,67.09,Drum,0.8,595.0,,,,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
AS/NZS 2040.2:2005,Tylex,6,427,427,Cotton 60,56.51,False,Cold,China,False,530.0,Drum,850.0,,Yes on the warm wash program only,Front,,WM2009E,AS/NZS 2040.1:2005/Amdt 3:2010,2.55800126699,2.5,1.14,1.83,Cotton 60,New Zealand,0.45,71798,Approved,207.0,56.51,Drum,0.609,600.0,2113-05-16,,,Unavailable,http://www.abservices.co.nz/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
AS/NZS 2040.2:2005,Aspira,7.5,95,725,,,False,Dual,China,True,625.0,Drum,995.0,,No,Top,Impeller,AWT70P1,AS/NZS 2040.1:2005/Amdt 3:2010,1.51077513499,1.5,0.0,0.0,"Normal, Warm Cold, 20min Soak, ""Long"" Wash, Rinse 1 stage, Water level 8, Spin 7min","Australia,New Zealand",0.0,85344,Approved,107.08,0.0,Non-Drum,0.91592,610.0,2114-11-03,,Single product class,Available,http://www.fisherpaykel.co.nz/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
